YOgnID	FBgnID	Dmel
YOgnVI02808	FBgn0197411	FBgn0026620
YOgnVI12331	FBgn0200658	FBgn0035318
YOgnVI06446	FBgn0202351	FBgn0025674
YOgnVI14723	FBgn0206817	FBgn0260964
YOgnVI03227	FBgn0208617	FBgn0033952
YOgnVI11184	FBgn0210197	FBgn0039861
YOgnVI11912	FBgn0200195	FBgn0250833
-	FBgn0197553	FBgn0037715
YOgnVI00883	FBgn0205085	FBgn0028479
YOgnVI03340	FBgn0208726	FBgn0035009
YOgnVI13072	FBgn0199853	FBgn0261799
-	FBgn0206308	FBgn0034617
YOgnVI14586	FBgn0203374	FBgn0032635
YOgnVI14527	FBgn0203453	FBgn0038008
YOgnVI10400	FBgn0211452	FBgn0039068
YOgnVI10337	FBgn0211385	FBgn0260940
YOgnVI00786	FBgn0205183	FBgn0262872
-	FBgn0211176	FBgn0038916
YOgnVI03270	FBgn0208665	FBgn0034443
YOgnVI00224	FBgn0202176	FBgn0013750
YOgnVI06954	FBgn0282400	FBgn0085192
YOgnVI04118	FBgn0209538	FBgn0014269
-	FBgn0209543	FBgn0010053
YOgnVI00719	FBgn0282534	FBgn0261628
YOgnVI10358	FBgn0211411	FBgn0039465
YOgnVI03401	FBgn0208787	FBgn0040465
YOgnVI03204	FBgn0208591	FBgn0259832
YOgnVI10472	FBgn0211538	FBgn0039879
YOgnVI02332	FBgn0198329	FBgn0051176
-	FBgn0201148	FBgn0036790
YOgnVI04369	FBgn0208102	FBgn0034842
YOgnVI07354	FBgn0201037	FBgn0032240
YOgnVI07934	FBgn0209935	FBgn0051665
-	FBgn0202720	FBgn0035422
YOgnVI06339	FBgn0201715	FBgn0263027
YOgnVI05621	FBgn0204110	FBgn0020255
YOgnVI09630	FBgn0202788	FBgn0000137
YOgnVI14388	FBgn0202126	FBgn0039896
YOgnVI09541	FBgn0202882	FBgn0030620
YOgnVI06879	FBgn0204562	FBgn0031608
YOgnVI12262	FBgn0200574	FBgn0036019
-	FBgn0207907	FBgn0053964
YOgnVI09031	FBgn0205903	FBgn0030320
YOgnVI10534	FBgn0211605	FBgn0024330
YOgnVI08829	FBgn0206126	FBgn0031118
YOgnVI11055	FBgn0210346	FBgn0039312
-	FBgn0209488	FBgn0034129
YOgnVI13523	FBgn0199312	FBgn0035743
YOgnVI01382	FBgn0201682	FBgn0002937
-	FBgn0200744	FBgn0085285
-	FBgn0207388	FBgn0035028
YOgnVI10306	FBgn0211352	FBgn0019936
-	FBgn0206788	FBgn0031283
YOgnVI09773	FBgn0210784	FBgn0037976
YOgnVI11767	FBgn0200027	FBgn0036618
YOgnVI05610	FBgn0204093	FBgn0030437
YOgnVI01522	FBgn0201525	FBgn0004110
YOgnVI05662	FBgn0204156	FBgn0029879
YOgnVI11106	FBgn0210282	FBgn0038073
YOgnVI06083	FBgn0202056	FBgn0029945
-	FBgn0211391	FBgn0051465
-	FBgn0204035	FBgn0032473
YOgnVI02308	FBgn0198309	FBgn0037351
YOgnVI06556	FBgn0203214	FBgn0086711
YOgnVI06804	FBgn0204477	FBgn0032601
-	FBgn0198053	FBgn0085346
YOgnVI04787	FBgn0207694	FBgn0033168
YOgnVI09970	FBgn0211003	FBgn0000591
-	FBgn0209669	FBgn0037922
YOgnVI12090	FBgn0200390	FBgn0035600
-	FBgn0198367	FBgn0003275
YOgnVI02298	FBgn0198298	FBgn0037533
YOgnVI03307	FBgn0208698	FBgn0259937
YOgnVI02844	FBgn0197372	FBgn0037448
YOgnVI10162	FBgn0211201	FBgn0051523
-	FBgn0209781	FBgn0037616
YOgnVI01163	FBgn0202605	FBgn0032219
YOgnVI01411	FBgn0201723	FBgn0039648
YOgnVI09115	FBgn0205825	FBgn0031089
-	FBgn0203017	FBgn0031066
YOgnVI04054	FBgn0209459	FBgn0010501
-	FBgn0205459	FBgn0032175
YOgnVI07461	FBgn0199872	FBgn0037254
YOgnVI09571	FBgn0202852	FBgn0040719
YOgnVI00094	FBgn0202271	FBgn0039582
YOgnVI10450	FBgn0211508	FBgn0262871
YOgnVI01018	FBgn0202544	FBgn0040351
YOgnVI12107	FBgn0200408	FBgn0035754
YOgnVI12010	FBgn0013069	FBgn0000356
YOgnVI00054	FBgn0203248	FBgn0035469
YOgnVI12726	FBgn0201054	FBgn0001226
YOgnVI11802	FBgn0200064	FBgn0261274
YOgnVI14498	FBgn0203425	FBgn0051784
-	FBgn0208174	FBgn0002643
YOgnVI02128	FBgn0198134	FBgn0038353
-	FBgn0203634	FBgn0029892
YOgnVI10382	FBgn0211437	FBgn0039020
YOgnVI07449	FBgn0200031	FBgn0265778
YOgnVI02933	FBgn0208341	FBgn0024754
YOgnVI00379	FBgn0205651	FBgn0030723
YOgnVI06265	FBgn0198430	FBgn0039270
YOgnVI10309	FBgn0211353	FBgn0038829
YOgnVI06643	FBgn0203925	FBgn0020618
YOgnVI01632	FBgn0201386	FBgn0263289
YOgnVI07979	FBgn0209536	FBgn0031664
YOgnVI11812	FBgn0200078	FBgn0035523
-	FBgn0201162	FBgn0036760
YOgnVI04814	FBgn0207663	FBgn0013732
YOgnVI04900	FBgn0207583	FBgn0034963
YOgnVI10759	FBgn0210635	FBgn0001235
YOgnVI12259	FBgn0200571	FBgn0036031
-	FBgn0209196	FBgn0034372
YOgnVI13814	FBgn0198987	FBgn0035173
YOgnVI01440	FBgn0201750	FBgn0264325
YOgnVI13755	FBgn0199052	FBgn0037202
YOgnVI14000	FBgn0198788	FBgn0037011
YOgnVI11139	FBgn0210244	FBgn0019957
YOgnVI13299	FBgn0199573	FBgn0036707
YOgnVI03515	FBgn0208870	FBgn0261399
YOgnVI05024	FBgn0207446	FBgn0034769
YOgnVI09700	FBgn0210710	FBgn0031868
-	FBgn0199387	FBgn0053966
YOgnVI09265	FBgn0203023	FBgn0026430
YOgnVI04740	FBgn0207743	FBgn0010228
YOgnVI08770	FBgn0206193	FBgn0030968
YOgnVI09185	FBgn0205756	FBgn0031145
YOgnVI01366	FBgn0201665	FBgn0037224
YOgnVI10612	FBgn0211678	FBgn0085386
YOgnVI02215	FBgn0198220	FBgn0037517
YOgnVI00135	FBgn0202315	FBgn0260972
YOgnVI02605	FBgn0197626	FBgn0038203
YOgnVI04568	FBgn0207900	FBgn0033901
YOgnVI10244	FBgn0211288	FBgn0085331
YOgnVI03722	FBgn0209081	FBgn0086712
YOgnVI04506	FBgn0207979	FBgn0261016
YOgnVI14528	FBgn0203458	FBgn0085424
YOgnVI11089	FBgn0210304	FBgn0266599
YOgnVI10570	FBgn0015212	FBgn0015402
-	FBgn0208933	FBgn0263391
-	FBgn0200107	FBgn0035260
-	FBgn0207038	FBgn0034345
YOgnVI03767	FBgn0209124	FBgn0033933
-	FBgn0203407	FBgn0010473
YOgnVI09947	FBgn0210975	FBgn0037853
-	FBgn0199897	FBgn0036576
-	FBgn0200354	FBgn0035870
-	FBgn0207597	FBgn0025334
YOgnVI05976	FBgn0203607	FBgn0000635
YOgnVI01143	FBgn0202375	FBgn0011661
YOgnVI00811	FBgn0205162	FBgn0002023
YOgnVI02161	FBgn0198169	FBgn0051116
YOgnVI07268	FBgn0204966	FBgn0010583
YOgnVI12803	FBgn0201146	FBgn0036783
YOgnVI04871	FBgn0207617	FBgn0033408
YOgnVI09714	FBgn0210723	FBgn0039234
YOgnVI14596	FBgn0282946	FBgn0260758
YOgnVI02716	FBgn0197505	FBgn0037519
-	FBgn0282177	FBgn0039273
YOgnVI08134	FBgn0208073	FBgn0031908
YOgnVI12243	FBgn0200554	FBgn0035232
YOgnVI06022	FBgn0203554	FBgn0040285
-	FBgn0204165	FBgn0029890
YOgnVI07619	FBgn0198466	FBgn0029660
-	FBgn0199330	FBgn0037076
YOgnVI13794	FBgn0199012	FBgn0052846
YOgnVI12435	FBgn0200750	FBgn0036829
YOgnVI02735	FBgn0197489	FBgn0039359
YOgnVI03911	FBgn0209303	FBgn0000181
YOgnVI11955	FBgn0200245	FBgn0268063
YOgnVI05665	FBgn0204162	FBgn0062413
YOgnVI14221	FBgn0013096	FBgn0003462
YOgnVI01772	FBgn0205160	FBgn0013548
YOgnVI11558	FBgn0209784	FBgn0037622
YOgnVI10752	FBgn0210640	FBgn0083986
YOgnVI02734	FBgn0197490	FBgn0039357
YOgnVI07693	FBgn0197908	FBgn0011708
YOgnVI05531	FBgn0203991	FBgn0040899
YOgnVI06002	FBgn0203579	FBgn0023513
YOgnVI01723	FBgn0205742	FBgn0008636
YOgnVI10839	FBgn0210555	FBgn0002783
YOgnVI09808	FBgn0210824	FBgn0266674
YOgnVI11744	FBgn0200000	FBgn0263608
-	FBgn0198584	FBgn0024889
YOgnVI08509	FBgn0206426	FBgn0267967
YOgnVI04349	FBgn0208122	FBgn0034704
YOgnVI02475	FBgn0197750	FBgn0046258
YOgnVI11471	FBgn0209872	FBgn0085391
YOgnVI01475	FBgn0201784	FBgn0005671
YOgnVI11098	FBgn0210293	FBgn0039507
-	FBgn0282068	FBgn0085339
YOgnVI14689	FBgn0206914	FBgn0034422
YOgnVI10592	FBgn0211665	FBgn0037620
YOgnVI01058	FBgn0202471	FBgn0025644
YOgnVI06514	FBgn0202847	FBgn0015777
YOgnVI05923	FBgn0203677	FBgn0019932
YOgnVI14397	FBgn0202948	FBgn0005666
YOgnVI12084	FBgn0200385	FBgn0035587
YOgnVI12709	FBgn0201031	FBgn0020388
YOgnVI07093	FBgn0204783	FBgn0031906
YOgnVI05341	FBgn0207082	FBgn0034727
-	FBgn0202482	FBgn0025643
YOgnVI06983	FBgn0204669	FBgn0031414
YOgnVI05590	FBgn0204068	FBgn0025629
YOgnVI12273	FBgn0200586	FBgn0035689
-	FBgn0198147	FBgn0037655
-	FBgn0203405	FBgn0003941
YOgnVI07641	FBgn0198404	FBgn0032595
YOgnVI06419	FBgn0202137	FBgn0010197
YOgnVI04383	FBgn0208092	FBgn0034647
YOgnVI08299	FBgn0206745	FBgn0263050
YOgnVI11003	FBgn0210399	FBgn0262801
YOgnVI02766	FBgn0197459	FBgn0038763
YOgnVI04515	FBgn0207969	FBgn0259678
YOgnVI07913	FBgn0210101	FBgn0032877
YOgnVI02951	FBgn0208363	FBgn0033787
YOgnVI07392	FBgn0200642	FBgn0015521
-	FBgn0198726	FBgn0047178
YOgnVI05576	FBgn0204050	FBgn0267001
YOgnVI13249	FBgn0199627	FBgn0035359
YOgnVI11422	FBgn0209934	FBgn0038494
YOgnVI00172	FBgn0202233	FBgn0029092
YOgnVI08624	FBgn0206559	FBgn0030136
YOgnVI06359	FBgn0282825	FBgn0051718
YOgnVI06023	FBgn0203553	FBgn0030870
-	FBgn0197926	FBgn0061476
YOgnVI03657	FBgn0209014	FBgn0005612
YOgnVI02109	FBgn0198115	FBgn0004597
YOgnVI14457	FBgn0205505	FBgn0259214
YOgnVI02885	FBgn0211796	FBgn0037323
YOgnVI06386	FBgn0201890	FBgn0032817
YOgnVI00700	FBgn0205263	FBgn0032787
YOgnVI01519	FBgn0013144	FBgn0003567
YOgnVI06979	FBgn0204665	FBgn0031407
YOgnVI13985	FBgn0198809	FBgn0036958
YOgnVI14089	FBgn0198685	FBgn0023076
YOgnVI02730	FBgn0197495	FBgn0039349
YOgnVI06717	FBgn0204378	FBgn0025608
YOgnVI09009	FBgn0205930	FBgn0030035
YOgnVI04610	FBgn0207856	FBgn0050460
-	FBgn0206248	FBgn0028969
YOgnVI14542	FBgn0203472	FBgn0023388
YOgnVI04102	FBgn0209521	FBgn0025878
-	FBgn0210777	FBgn0259704
YOgnVI01109	FBgn0202407	FBgn0040347
YOgnVI07644	FBgn0198393	FBgn0031951
YOgnVI12361	FBgn0200685	FBgn0036340
YOgnVI06582	FBgn0203443	FBgn0051601
YOgnVI04127	FBgn0209545	FBgn0034401
YOgnVI04008	FBgn0209411	FBgn0033187
-	FBgn0207243	FBgn0043841
YOgnVI06693	FBgn0204348	FBgn0032341
YOgnVI03093	FBgn0208506	FBgn0034846
-	FBgn0200641	FBgn0085447
YOgnVI01069	FBgn0202459	FBgn0031004
YOgnVI00576	FBgn0205437	FBgn0032485
YOgnVI04587	FBgn0207884	FBgn0034814
-	FBgn0202207	FBgn0033610
YOgnVI08922	FBgn0206008	FBgn0261260
YOgnVI06075	FBgn0202045	FBgn0029823
YOgnVI10489	FBgn0211559	FBgn0051225
YOgnVI10071	FBgn0211100	FBgn0014366
YOgnVI13629	FBgn0199194	FBgn0035337
YOgnVI12625	FBgn0200946	FBgn0036480
YOgnVI09158	FBgn0205782	FBgn0023506
YOgnVI08725	FBgn0206668	FBgn0030276
YOgnVI12906	FBgn0201254	FBgn0064766
YOgnVI02359	FBgn0198356	FBgn0037902
YOgnVI03634	FBgn0015681	FBgn0024234
-	FBgn0211122	FBgn0011476
YOgnVI14554	FBgn0203485	FBgn0004567
YOgnVI08888	FBgn0206055	FBgn0031139
YOgnVI11658	FBgn0209688	FBgn0029512
YOgnVI07127	FBgn0204826	FBgn0266670
YOgnVI14094	FBgn0198680	FBgn0024187
YOgnVI01982	FBgn0197981	FBgn0039244
YOgnVI05528	FBgn0203988	FBgn0040366
-	FBgn0283051	FBgn0262026
YOgnVI11086	FBgn0210310	FBgn0038312
YOgnVI07701	FBgn0197822	FBgn0032339
-	FBgn0209312	FBgn0033499
YOgnVI08516	FBgn0206432	FBgn0030844
-	FBgn0199431	FBgn0052270
YOgnVI14688	FBgn0206913	FBgn0263395
YOgnVI12055	FBgn0200348	FBgn0045759
YOgnVI07794	FBgn0211329	FBgn0031995
YOgnVI12842	FBgn0201185	FBgn0036516
YOgnVI04051	FBgn0209456	FBgn0033735
YOgnVI08796	FBgn0206173	FBgn0024993
YOgnVI05529	FBgn0203989	FBgn0029896
YOgnVI06230	FBgn0282111	FBgn0052806
YOgnVI03415	FBgn0208801	FBgn0034517
-	FBgn0199129	FBgn0036888
YOgnVI11603	FBgn0209740	FBgn0040609
-	FBgn0210679	FBgn0039835
YOgnVI06784	FBgn0204461	FBgn0264953
YOgnVI10786	FBgn0210606	FBgn0260741
YOgnVI11223	FBgn0210158	FBgn0010173
YOgnVI10486	FBgn0211555	FBgn0043005
YOgnVI12028	FBgn0200316	FBgn0036751
YOgnVI11357	FBgn0210008	FBgn0038787
YOgnVI06444	FBgn0202329	FBgn0259683
YOgnVI09572	FBgn0202851	FBgn0030323
YOgnVI02425	FBgn0197805	FBgn0039714
YOgnVI07286	FBgn0204985	FBgn0014189
YOgnVI06772	FBgn0204445	FBgn0032719
YOgnVI03681	FBgn0209039	FBgn0034583
YOgnVI12576	FBgn0200899	FBgn0035955
YOgnVI10228	FBgn0211270	FBgn0038804
YOgnVI14270	FBgn0198527	FBgn0036183
YOgnVI10600	FBgn0211669	FBgn0038535
YOgnVI09173	FBgn0205767	FBgn0015773
YOgnVI06650	FBgn0204003	FBgn0021796
YOgnVI08619	FBgn0206552	FBgn0030012
YOgnVI12600	FBgn0200920	FBgn0036219
YOgnVI11337	FBgn0210031	FBgn0038914
YOgnVI13015	FBgn0199921	FBgn0042119
YOgnVI07850	FBgn0210772	FBgn0051676
YOgnVI12708	FBgn0201030	FBgn0004926
YOgnVI13362	FBgn0046898	FBgn0041194
-	FBgn0198324	FBgn0032467
YOgnVI12283	FBgn0200597	FBgn0261801
YOgnVI11629	FBgn0209715	FBgn0011582
YOgnVI04883	FBgn0282311	FBgn0034918
YOgnVI10744	FBgn0210651	FBgn0262617
YOgnVI08561	FBgn0206492	FBgn0052676
-	FBgn0064312	FBgn0010411
YOgnVI12149	FBgn0200454	FBgn0035166
-	FBgn0204286	FBgn0265968
-	FBgn0206149	FBgn0052707
YOgnVI01317	FBgn0201597	FBgn0038196
YOgnVI02895	FBgn0211785	FBgn0262562
YOgnVI10203	FBgn0211243	FBgn0037548
YOgnVI08860	FBgn0206088	FBgn0028325
YOgnVI02069	FBgn0198069	FBgn0027951
YOgnVI03957	FBgn0209353	FBgn0030507
YOgnVI13485	FBgn0199361	FBgn0011836
YOgnVI11501	FBgn0209843	FBgn0037744
YOgnVI10278	FBgn0211323	FBgn0039799
YOgnVI07569	FBgn0198807	FBgn0032026
YOgnVI06073	FBgn0202043	FBgn0027546
YOgnVI11834	FBgn0200108	FBgn0035263
YOgnVI06271	FBgn0198448	FBgn0058045
YOgnVI12910	FBgn0201258	FBgn0036158
YOgnVI07062	FBgn0204751	FBgn0051777
YOgnVI11135	FBgn0210248	FBgn0040582
YOgnVI02458	FBgn0197765	FBgn0039501
-	FBgn0201216	FBgn0262519
YOgnVI03555	FBgn0208907	FBgn0034601
YOgnVI00179	FBgn0202226	FBgn0037513
YOgnVI09396	FBgn0203156	FBgn0031037
YOgnVI02387	FBgn0197850	FBgn0038474
YOgnVI03749	FBgn0209105	FBgn0034570
YOgnVI11370	FBgn0209993	FBgn0039017
YOgnVI05501	FBgn0203960	FBgn0001218
YOgnVI00882	FBgn0205086	FBgn0032129
YOgnVI14524	FBgn0203452	FBgn0032435
YOgnVI11140	FBgn0210243	FBgn0038923
YOgnVI09002	FBgn0205935	FBgn0031170
YOgnVI10495	FBgn0211566	FBgn0038234
YOgnVI04216	FBgn0208271	FBgn0263998
YOgnVI04524	FBgn0207960	FBgn0033449
-	FBgn0201486	FBgn0037432
-	FBgn0199625	FBgn0250911
-	FBgn0210580	FBgn0010222
YOgnVI13000	FBgn0199942	FBgn0035400
YOgnVI09873	FBgn0210896	FBgn0263398
YOgnVI07240	FBgn0204940	FBgn0000061
YOgnVI01940	FBgn0197941	FBgn0062411
YOgnVI04746	FBgn0207737	FBgn0034660
YOgnVI14489	FBgn0203420	FBgn0032634
YOgnVI11561	FBgn0209778	FBgn0037612
YOgnVI11977	FBgn0200266	FBgn0036716
YOgnVI13558	FBgn0199274	FBgn0267796
YOgnVI00098	FBgn0202274	FBgn0033608
YOgnVI11865	FBgn0200145	FBgn0028887
YOgnVI03152	FBgn0208556	FBgn0263029
-	FBgn0199450	FBgn0086348
YOgnVI08397	FBgn0206293	FBgn0031174
YOgnVI07875	FBgn0210497	FBgn0085380
YOgnVI14476	FBgn0203403	FBgn0001142
-	FBgn0207749	FBgn0019938
YOgnVI02585	FBgn0014842	FBgn0004666
-	FBgn0202206	FBgn0015582
YOgnVI04660	FBgn0207818	FBgn0033677
YOgnVI01308	FBgn0201590	FBgn0039022
YOgnVI13616	FBgn0199204	FBgn0035622
YOgnVI11138	FBgn0210245	FBgn0266581
YOgnVI02049	FBgn0025403	FBgn0003511
YOgnVI12657	FBgn0283263	FBgn0036952
YOgnVI12961	FBgn0201306	FBgn0037124
YOgnVI00940	FBgn0205029	FBgn0000640
YOgnVI12077	FBgn0200377	FBgn0011279
YOgnVI01368	FBgn0201667	FBgn0041621
YOgnVI13827	FBgn0198975	FBgn0010741
YOgnVI10046	FBgn0211080	FBgn0051278
-	FBgn0282710	FBgn0260436
YOgnVI11880	FBgn0200158	FBgn0262732
YOgnVI09603	FBgn0202815	FBgn0025743
YOgnVI03857	FBgn0209236	FBgn0013307
YOgnVI09417	FBgn0203187	FBgn0040918
YOgnVI03847	FBgn0209224	FBgn0050496
YOgnVI00076	FBgn0202243	FBgn0033740
YOgnVI14540	FBgn0203470	FBgn0024371
YOgnVI06172	FBgn0201934	FBgn0043796
YOgnVI09699	FBgn0210709	FBgn0051111
YOgnVI07789	FBgn0211383	FBgn0031996
YOgnVI07740	FBgn0197388	FBgn0031954
YOgnVI02988	FBgn0208397	FBgn0028408
YOgnVI07734	FBgn0197443	FBgn0031673
YOgnVI10610	FBgn0211674	FBgn0037261
YOgnVI02322	FBgn0198323	FBgn0037662
YOgnVI01116	FBgn0202399	FBgn0260855
YOgnVI12754	FBgn0201086	FBgn0036510
-	FBgn0208977	FBgn0050094
YOgnVI00740	FBgn0205221	FBgn0261999
YOgnVI01903	FBgn0197899	FBgn0037565
-	FBgn0206148	FBgn0030082
YOgnVI05198	FBgn0207229	FBgn0034061
YOgnVI03636	FBgn0208986	FBgn0034919
YOgnVI07199	FBgn0204897	FBgn0032858
YOgnVI11406	FBgn0209949	FBgn0022344
YOgnVI01236	FBgn0202689	FBgn0052241
YOgnVI09460	FBgn0202975	FBgn0029740
YOgnVI11145	FBgn0210236	FBgn0002924
YOgnVI04108	FBgn0209528	FBgn0034730
YOgnVI12443	FBgn0200758	FBgn0001259
YOgnVI07005	FBgn0204333	FBgn0033261
YOgnVI02083	FBgn0198087	FBgn0038084
YOgnVI06963	FBgn0204648	FBgn0032378
YOgnVI14414	FBgn0208887	FBgn0039925
YOgnVI11424	FBgn0209932	FBgn0038499
YOgnVI04210	FBgn0208276	FBgn0005624
YOgnVI10545	FBgn0281857	FBgn0038709
YOgnVI09624	FBgn0202794	FBgn0040087
YOgnVI10980	FBgn0210419	FBgn0266668
-	FBgn0205969	FBgn0030809
YOgnVI10683	FBgn0211762	FBgn0038286
-	FBgn0211037	FBgn0037263
YOgnVI13802	FBgn0199003	FBgn0037050
-	FBgn0197497	FBgn0031392
YOgnVI07810	FBgn0211189	FBgn0028572
YOgnVI03876	FBgn0209260	FBgn0033483
YOgnVI04339	FBgn0208132	FBgn0013763
YOgnVI05213	FBgn0207209	FBgn0033917
-	FBgn0210335	FBgn0037345
-	FBgn0203861	FBgn0029843
YOgnVI11677	FBgn0209668	FBgn0037920
YOgnVI10159	FBgn0211197	FBgn0004587
-	FBgn0198099	FBgn0051122
YOgnVI10818	FBgn0210575	FBgn0039331
YOgnVI00988	FBgn0202503	FBgn0031003
YOgnVI12773	FBgn0201107	FBgn0052365
YOgnVI04291	FBgn0208183	FBgn0086757
YOgnVI05306	FBgn0013916	FBgn0000241
YOgnVI02907	FBgn0208316	FBgn0033365
YOgnVI10749	FBgn0210644	FBgn0037797
YOgnVI04742	FBgn0207740	FBgn0050404
YOgnVI01052	FBgn0202586	FBgn0030071
YOgnVI07334	FBgn0201253	FBgn0032101
-	FBgn0210080	FBgn0039808
-	FBgn0208279	FBgn0004512
YOgnVI03744	FBgn0209101	FBgn0033778
YOgnVI13201	FBgn0199693	FBgn0260960
YOgnVI09692	FBgn0210701	FBgn0022800
YOgnVI12242	FBgn0200553	FBgn0035234
YOgnVI07074	FBgn0204762	FBgn0002985
-	FBgn0202940	FBgn0052528
YOgnVI10119	FBgn0211152	FBgn0027866
YOgnVI05025	FBgn0207443	FBgn0028371
YOgnVI06181	FBgn0201925	FBgn0052687
YOgnVI13865	FBgn0198942	FBgn0004390
-	FBgn0205490	FBgn0259958
YOgnVI04729	FBgn0282123	FBgn0264377
YOgnVI00891	FBgn0205080	FBgn0051694
-	FBgn0211177	FBgn0038915
YOgnVI01430	FBgn0201741	FBgn0039157
YOgnVI10949	FBgn0210449	FBgn0040606
YOgnVI14084	FBgn0198695	FBgn0037061
YOgnVI09329	FBgn0203087	FBgn0032188
YOgnVI09188	FBgn0205753	FBgn0052693
YOgnVI07666	FBgn0198152	FBgn0031496
YOgnVI01675	FBgn0205506	FBgn0053145
YOgnVI01395	FBgn0201702	FBgn0051559
-	FBgn0204334	FBgn0265578
YOgnVI05609	FBgn0204091	FBgn0030439
YOgnVI12357	FBgn0200681	FBgn0046301
YOgnVI11459	FBgn0209886	FBgn0040227
-	FBgn0199792	FBgn0260859
YOgnVI12098	FBgn0200399	FBgn0035902
YOgnVI13408	FBgn0199457	FBgn0263831
YOgnVI09347	FBgn0203102	FBgn0030412
YOgnVI07281	FBgn0204979	FBgn0032925
YOgnVI02396	FBgn0197840	FBgn0038458
-	FBgn0203238	FBgn0035343
YOgnVI06384	FBgn0201887	FBgn0032820
YOgnVI00529	FBgn0205386	FBgn0053116
YOgnVI05028	FBgn0207437	FBgn0034391
YOgnVI02096	FBgn0198101	FBgn0038617
YOgnVI04201	FBgn0208287	FBgn0034361
YOgnVI02673	FBgn0197551	FBgn0037719
YOgnVI07932	FBgn0209957	FBgn0031374
YOgnVI13943	FBgn0198858	FBgn0040296
-	FBgn0282170	FBgn0051244
YOgnVI09853	FBgn0210877	FBgn0038784
YOgnVI01078	FBgn0202448	FBgn0030098
YOgnVI13891	FBgn0198913	FBgn0037181
YOgnVI06269	FBgn0198443	FBgn0051109
YOgnVI14364	FBgn0200308	FBgn0019985
YOgnVI11311	FBgn0282803	FBgn0038830
YOgnVI09025	FBgn0205910	FBgn0265464
YOgnVI01648	FBgn0201370	FBgn0038072
YOgnVI08776	FBgn0206188	FBgn0030543
YOgnVI02423	FBgn0197807	FBgn0038760
YOgnVI14152	FBgn0204311	FBgn0015025
YOgnVI02801	FBgn0197420	FBgn0037602
YOgnVI08539	FBgn0206464	FBgn0030806
YOgnVI08057	FBgn0208778	FBgn0032052
YOgnVI11062	FBgn0210338	FBgn0051450
YOgnVI11958	FBgn0200250	FBgn0035802
YOgnVI11890	FBgn0200168	FBgn0035669
-	FBgn0197439	FBgn0085343
YOgnVI10690	FBgn0046899	FBgn0004901
YOgnVI01123	FBgn0202395	FBgn0052548
YOgnVI10333	FBgn0211380	FBgn0026400
YOgnVI04877	FBgn0207608	FBgn0034446
YOgnVI10092	FBgn0211121	FBgn0038316
YOgnVI06965	FBgn0204650	FBgn0032377
YOgnVI06509	FBgn0202785	FBgn0031730
YOgnVI12026	FBgn0200315	FBgn0036752
YOgnVI14230	FBgn0198559	FBgn0036141
YOgnVI09839	FBgn0210863	FBgn0038373
YOgnVI08174	FBgn0207648	FBgn0032732
YOgnVI09881	FBgn0210906	FBgn0053340
-	FBgn0211735	FBgn0053108
YOgnVI04722	FBgn0207759	FBgn0261854
YOgnVI11314	FBgn0282262	FBgn0004107
