YOgnID	FBgnID	Dmel
YOgnPE13757	FBgn0163361	FBgn0000053
YOgnPE10990	FBgn0153195	FBgn0260643
-	FBgn0150559	FBgn0030056
YOgnPE17450	FBgn0162477	FBgn0036822
YOgnPE12480	FBgn0150396	FBgn0036997
YOgnPE07507	FBgn0160287	FBgn0036793
YOgnPE06956	FBgn0148311	FBgn0015754
YOgnPE04699	FBgn0154094	FBgn0030449
YOgnPE03303	FBgn0151937	FBgn0263237
YOgnPE08739	FBgn0151014	FBgn0029922
-	FBgn0153467	FBgn0014133
YOgnPE02642	FBgn0156126	FBgn0051676
YOgnPE11945	FBgn0155394	FBgn0033048
YOgnPE08909	FBgn0149647	FBgn0029118
YOgnPE05348	FBgn0157788	FBgn0025800
YOgnPE02028	FBgn0157214	FBgn0032025
YOgnPE04288	FBgn0159993	FBgn0046888
YOgnPE02906	FBgn0164278	FBgn0032487
-	FBgn0148585	FBgn0085421
YOgnPE04659	FBgn0154193	FBgn0052685
YOgnPE00028	FBgn0161385	FBgn0041229
YOgnPE01661	FBgn0156857	FBgn0010602
-	FBgn0155883	FBgn0260789
YOgnPE12225	FBgn0154548	FBgn0267978
YOgnPE17007	FBgn0149498	FBgn0015283
YOgnPE10791	FBgn0162188	FBgn0037059
YOgnPE11090	FBgn0159599	FBgn0036836
YOgnPE06005	FBgn0148751	FBgn0033129
YOgnPE00149	FBgn0161518	FBgn0035955
YOgnPE14244	FBgn0153622	FBgn0039930
-	FBgn0162862	FBgn0037120
YOgnPE06441	FBgn0149190	FBgn0033491
YOgnPE00826	FBgn0161238	FBgn0085391
YOgnPE02132	FBgn0156633	FBgn0031736
YOgnPE16187	FBgn0151070	FBgn0039779
-	FBgn0163299	FBgn0022069
YOgnPE02787	FBgn0164166	FBgn0031459
-	FBgn0163502	FBgn0086856
YOgnPE13667	FBgn0163453	FBgn0053508
YOgnPE15018	FBgn0149677	FBgn0000283
-	FBgn0160982	FBgn0053108
YOgnPE00998	FBgn0161061	FBgn0026400
YOgnPE09602	FBgn0159820	FBgn0267790
YOgnPE12786	FBgn0157686	FBgn0033564
YOgnPE02108	FBgn0156647	FBgn0001942
-	FBgn0155544	FBgn0262733
YOgnPE11511	FBgn0154949	FBgn0025373
YOgnPE03288	FBgn0151920	FBgn0003210
YOgnPE05796	FBgn0164799	FBgn0040607
YOgnPE09673	FBgn0159887	FBgn0051380
-	FBgn0152189	FBgn0029969
YOgnPE14552	FBgn0150056	FBgn0051146
YOgnPE11487	FBgn0154924	FBgn0027589
YOgnPE17398	FBgn0162536	FBgn0036290
YOgnPE09993	FBgn0159254	FBgn0264712
YOgnPE08134	FBgn0160095	FBgn0003295
YOgnPE05200	FBgn0157936	FBgn0023513
YOgnPE06751	FBgn0148521	FBgn0034939
YOgnPE11368	FBgn0164624	FBgn0030912
-	FBgn0147952	FBgn0266084
YOgnPE02992	FBgn0164034	FBgn0031446
YOgnPE08416	FBgn0155435	FBgn0011016
YOgnPE05988	FBgn0148734	FBgn0033108
-	FBgn0163692	FBgn0032972
YOgnPE09958	FBgn0159292	FBgn0038277
YOgnPE15674	FBgn0151406	FBgn0261289
-	FBgn0150564	FBgn0085321
-	FBgn0157184	FBgn0032901
-	FBgn0161194	FBgn0039639
YOgnPE15684	FBgn0151415	FBgn0053110
YOgnPE07778	FBgn0152418	FBgn0030680
YOgnPE03527	FBgn0151798	FBgn0052774
-	FBgn0162891	FBgn0067864
YOgnPE08633	FBgn0164345	FBgn0030790
YOgnPE05946	FBgn0148690	FBgn0033687
YOgnPE10380	FBgn0147802	FBgn0034569
YOgnPE11930	FBgn0155378	FBgn0027835
YOgnPE00514	FBgn0161930	FBgn0038607
YOgnPE04100	FBgn0150683	FBgn0031088
YOgnPE05929	FBgn0148672	FBgn0033033
YOgnPE13724	FBgn0163397	FBgn0031905
YOgnPE11165	FBgn0149442	FBgn0085235
-	FBgn0161273	FBgn0083943
YOgnPE00495	FBgn0161912	FBgn0285925
YOgnPE04538	FBgn0152137	FBgn0027621
-	FBgn0149634	FBgn0037882
YOgnPE17152	FBgn0162795	FBgn0015025
-	FBgn0152002	FBgn0040366
YOgnPE06569	FBgn0149314	FBgn0261854
YOgnPE02234	FBgn0156539	FBgn0032153
YOgnPE12399	FBgn0154378	FBgn0035065
YOgnPE02683	FBgn0156097	FBgn0015553
YOgnPE06500	FBgn0149246	FBgn0050050
YOgnPE17502	FBgn0162423	FBgn0000639
YOgnPE01734	FBgn0156931	FBgn0000406
YOgnPE01431	FBgn0160609	FBgn0037364
YOgnPE05133	FBgn0157872	FBgn0030269
YOgnPE14537	FBgn0150039	FBgn0037492
YOgnPE15570	FBgn0158946	FBgn0040918
YOgnPE14831	FBgn0149889	FBgn0019624
YOgnPE00754	FBgn0161317	FBgn0015286
YOgnPE03029	FBgn0163992	FBgn0031515
YOgnPE15582	FBgn0158924	FBgn0030975
YOgnPE06340	FBgn0149082	FBgn0033999
-	FBgn0163566	FBgn0262872
YOgnPE02112	FBgn0156645	FBgn0031752
YOgnPE10743	FBgn0162272	FBgn0052437
YOgnPE16027	FBgn0151244	FBgn0259194
YOgnPE08090	FBgn0160136	FBgn0015793
YOgnPE10319	FBgn0155834	FBgn0039945
YOgnPE12927	FBgn0163007	FBgn0004514
YOgnPE07683	FBgn0152513	FBgn0029843
YOgnPE10813	FBgn0162162	FBgn0265102
YOgnPE05808	FBgn0164790	FBgn0041105
YOgnPE08230	FBgn0155551	FBgn0052241
-	FBgn0156234	FBgn0031283
YOgnPE02349	FBgn0156424	FBgn0032694
-	FBgn0162439	FBgn0052445
YOgnPE10544	FBgn0153716	FBgn0024945
-	FBgn0150491	FBgn0052573
YOgnPE02420	FBgn0156353	FBgn0031631
YOgnPE02216	FBgn0156556	FBgn0032176
YOgnPE09433	FBgn0159636	FBgn0004053
-	FBgn0153886	FBgn0261353
-	FBgn0154957	FBgn0259234
YOgnPE01485	FBgn0156693	FBgn0000308
YOgnPE09845	FBgn0159422	FBgn0051324
YOgnPE14447	FBgn0149946	FBgn0261436
-	FBgn0154594	FBgn0026176
YOgnPE12632	FBgn0158614	FBgn0036433
YOgnPE15065	FBgn0149617	FBgn0038583
YOgnPE03920	FBgn0162040	FBgn0037042
YOgnPE02476	FBgn0156296	FBgn0032668
YOgnPE07056	FBgn0148215	FBgn0033246
YOgnPE11818	FBgn0155263	FBgn0034505
YOgnPE08516	FBgn0164443	FBgn0052574
-	FBgn0163409	FBgn0025686
YOgnPE07682	FBgn0152514	FBgn0052638
YOgnPE11387	FBgn0164569	FBgn0030943
YOgnPE04158	FBgn0150600	FBgn0026713
YOgnPE15195	FBgn0153941	FBgn0035166
YOgnPE04340	FBgn0152297	FBgn0029942
YOgnPE06042	FBgn0148785	FBgn0034924
YOgnPE02487	FBgn0156281	FBgn0021800
YOgnPE16094	FBgn0151182	FBgn0027583
YOgnPE07289	FBgn0147964	FBgn0034463
YOgnPE13952	FBgn0163171	FBgn0028703
YOgnPE11683	FBgn0155129	FBgn0053505
YOgnPE02756	FBgn0164131	FBgn0031676
YOgnPE00302	FBgn0161691	FBgn0040206
-	FBgn0151825	FBgn0053082
YOgnPE06619	FBgn0148657	FBgn0033017
YOgnPE05673	FBgn0164845	FBgn0026562
YOgnPE13806	FBgn0163315	FBgn0261881
YOgnPE04443	FBgn0152244	FBgn0263987
YOgnPE09395	FBgn0159606	FBgn0039403
YOgnPE06712	FBgn0148560	FBgn0033145
YOgnPE05145	FBgn0157886	FBgn0015336
YOgnPE00151	FBgn0161520	FBgn0261046
YOgnPE15677	FBgn0151409	FBgn0039602
YOgnPE16466	FBgn0152991	FBgn0005664
YOgnPE11690	FBgn0155137	FBgn0013272
YOgnPE15282	FBgn0164664	FBgn0030594
YOgnPE01624	FBgn0156816	FBgn0032132
YOgnPE00464	FBgn0161879	FBgn0038840
YOgnPE04215	FBgn0150544	FBgn0011566
YOgnPE15225	FBgn0153890	FBgn0035532
-	FBgn0161381	FBgn0259237
YOgnPE04063	FBgn0150639	FBgn0011661
YOgnPE13511	FBgn0163714	FBgn0032052
YOgnPE11886	FBgn0155335	FBgn0050053
-	FBgn0153898	FBgn0036043
YOgnPE06102	FBgn0148844	FBgn0085468
-	FBgn0158594	FBgn0052264
YOgnPE00982	FBgn0161078	FBgn0037395
YOgnPE00601	FBgn0162023	FBgn0023179
YOgnPE04402	FBgn0152364	FBgn0022942
YOgnPE00266	FBgn0161646	FBgn0037411
YOgnPE12419	FBgn0154355	FBgn0033600
YOgnPE01749	FBgn0156946	FBgn0032430
YOgnPE12681	FBgn0155782	FBgn0051992
-	FBgn0151160	FBgn0015625
YOgnPE16128	FBgn0151143	FBgn0039818
YOgnPE14339	FBgn0160036	FBgn0040929
YOgnPE02212	FBgn0156560	FBgn0032178
YOgnPE02135	FBgn0156630	FBgn0027453
YOgnPE10767	FBgn0162217	FBgn0035308
-	FBgn0155674	FBgn0260938
YOgnPE13341	FBgn0163551	FBgn0025777
YOgnPE11038	FBgn0153095	FBgn0036715
YOgnPE01234	FBgn0160819	FBgn0002868
YOgnPE05748	FBgn0164922	FBgn0038070
YOgnPE10797	FBgn0162181	FBgn0037065
YOgnPE05634	FBgn0151749	FBgn0053172
YOgnPE06994	FBgn0148277	FBgn0021818
-	FBgn0153816	FBgn0035271
YOgnPE13273	FBgn0163489	FBgn0031708
YOgnPE02463	FBgn0156307	FBgn0031393
YOgnPE08055	FBgn0160199	FBgn0026252
YOgnPE10516	FBgn0147699	FBgn0085259
-	FBgn0159327	FBgn0036835
YOgnPE02248	FBgn0156523	FBgn0032135
-	FBgn0161193	FBgn0039641
YOgnPE14597	FBgn0150112	FBgn0039332
-	FBgn0155001	FBgn0050481
YOgnPE09792	FBgn0159469	FBgn0267431
-	FBgn0163476	FBgn0032921
YOgnPE12998	FBgn0162322	FBgn0021796
YOgnPE12214	FBgn0154562	FBgn0034666
-	FBgn0159532	FBgn0051108
YOgnPE13935	FBgn0163190	FBgn0011737
YOgnPE12290	FBgn0154469	FBgn0041234
YOgnPE06296	FBgn0149050	FBgn0085453
YOgnPE14762	FBgn0150285	FBgn0038854
YOgnPE11177	FBgn0149455	FBgn0034623
YOgnPE08536	FBgn0164464	FBgn0001341
YOgnPE02372	FBgn0156406	FBgn0031683
YOgnPE08227	FBgn0155548	FBgn0261526
YOgnPE02885	FBgn0164256	FBgn0003978
YOgnPE10751	FBgn0162283	FBgn0035876
-	FBgn0150099	FBgn0264075
YOgnPE17303	FBgn0162640	FBgn0036947
YOgnPE14315	FBgn0160162	FBgn0030503
YOgnPE09877	FBgn0159382	FBgn0038858
-	FBgn0151275	FBgn0037690
YOgnPE13895	FBgn0163231	FBgn0032049
-	FBgn0161467	FBgn0259990
YOgnPE02171	FBgn0156596	FBgn0027568
YOgnPE00339	FBgn0161734	FBgn0051133
YOgnPE05726	FBgn0164899	FBgn0038055
-	FBgn0156837	FBgn0032409
-	FBgn0156343	FBgn0032689
YOgnPE10250	FBgn0155938	FBgn0030467
-	FBgn0160624	FBgn0039070
YOgnPE11797	FBgn0155244	FBgn0013954
YOgnPE10502	FBgn0147715	FBgn0035036
YOgnPE10089	FBgn0159151	FBgn0038013
YOgnPE06542	FBgn0149291	FBgn0033352
YOgnPE09487	FBgn0159698	FBgn0039312
-	FBgn0152727	FBgn0030367
YOgnPE11569	FBgn0250769	FBgn0033848
YOgnPE17067	FBgn0162706	FBgn0036953
YOgnPE10374	FBgn0147796	FBgn0003391
-	FBgn0161271	FBgn0004575
YOgnPE03779	FBgn0163786	FBgn0037045
-	FBgn0158549	FBgn0024182
YOgnPE12228	FBgn0154544	FBgn0034709
-	FBgn0162433	FBgn0000565
YOgnPE11471	FBgn0154908	FBgn0033544
YOgnPE15821	FBgn0151559	FBgn0086704
YOgnPE13130	FBgn0158532	FBgn0036879
YOgnPE09856	FBgn0159410	FBgn0002732
YOgnPE15747	FBgn0151477	FBgn0262858
-	FBgn0161674	FBgn0259721
YOgnPE09462	FBgn0159668	FBgn0038373
YOgnPE11457	FBgn0154893	FBgn0033907
YOgnPE01179	FBgn0160869	FBgn0037550
YOgnPE07523	FBgn0160268	FBgn0036311
YOgnPE08777	FBgn0150954	FBgn0029890
YOgnPE00981	FBgn0161079	FBgn0003261
YOgnPE14470	FBgn0149970	FBgn0037962
YOgnPE12704	FBgn0155744	FBgn0016126
YOgnPE02426	FBgn0156346	FBgn0032683
YOgnPE11714	FBgn0155162	FBgn0034865
-	FBgn0154070	FBgn0259150
YOgnPE15640	FBgn0151381	FBgn0039527
YOgnPE03703	FBgn0163023	FBgn0052655
YOgnPE07255	FBgn0147993	FBgn0050380
YOgnPE01368	FBgn0160672	FBgn0038170
YOgnPE08834	FBgn0149359	FBgn0036111
YOgnPE00270	FBgn0161650	FBgn0037415
-	FBgn0164050	FBgn0085476
-	FBgn0160122	FBgn0022935
-	FBgn0159990	FBgn0030803
YOgnPE00323	FBgn0161715	FBgn0265351
YOgnPE00634	FBgn0162057	FBgn0038140
-	FBgn0150438	FBgn0040696
YOgnPE17377	FBgn0162557	FBgn0053169
YOgnPE14534	FBgn0150035	FBgn0037487
YOgnPE01332	FBgn0160713	FBgn0265140
-	FBgn0161796	FBgn0263047
YOgnPE07104	FBgn0148167	FBgn0013435
-	FBgn0148190	FBgn0034405
YOgnPE11617	FBgn0155060	FBgn0033775
YOgnPE04390	FBgn0152353	FBgn0030868
-	FBgn0160032	FBgn0001228
-	FBgn0162190	FBgn0053054
YOgnPE15967	FBgn0151307	FBgn0040080
YOgnPE04425	FBgn0152387	FBgn0031020
-	FBgn0161861	FBgn0039115
YOgnPE09735	FBgn0159941	FBgn0037251
YOgnPE13603	FBgn0163809	FBgn0005672
-	FBgn0163563	FBgn0031883
YOgnPE11642	FBgn0155085	FBgn0034753
YOgnPE12274	FBgn0154488	FBgn0034897
YOgnPE10754	FBgn0162288	FBgn0001253
YOgnPE11015	FBgn0153118	FBgn0052404
-	FBgn0156028	FBgn0035976
YOgnPE08271	FBgn0155590	FBgn0263131
YOgnPE14126	FBgn0156004	FBgn0039925
-	FBgn0159709	FBgn0037926
-	FBgn0153799	FBgn0267449
YOgnPE14385	FBgn0156036	FBgn0052296
-	FBgn0149147	FBgn0033210
YOgnPE12100	FBgn0154688	FBgn0085419
YOgnPE14743	FBgn0150272	FBgn0038727
-	FBgn0162739	FBgn0035733
YOgnPE15246	FBgn0155661	FBgn0014391
-	FBgn0161792	FBgn0038952
-	FBgn0164828	FBgn0046332
YOgnPE08259	FBgn0155578	FBgn0261952
YOgnPE11661	FBgn0155106	FBgn0041238
YOgnPE12230	FBgn0154543	FBgn0034710
-	FBgn0161274	FBgn0261928
YOgnPE01427	FBgn0160613	FBgn0037350
YOgnPE14740	FBgn0150269	FBgn0083974
YOgnPE09658	FBgn0159881	FBgn0037594
YOgnPE01882	FBgn0157081	FBgn0031961
YOgnPE03385	FBgn0152022	FBgn0040349
YOgnPE15469	FBgn0152687	FBgn0035952
YOgnPE13677	FBgn0163443	FBgn0263050
YOgnPE01471	FBgn0156680	FBgn0031771
YOgnPE06011	FBgn0148757	FBgn0016032
YOgnPE14710	FBgn0150233	FBgn0037827
YOgnPE14789	FBgn0150314	FBgn0039209
YOgnPE04191	FBgn0150566	FBgn0030065
YOgnPE02776	FBgn0164153	FBgn0026395
YOgnPE16905	FBgn0154437	FBgn0035167
YOgnPE03012	FBgn0164009	FBgn0028892
YOgnPE10312	FBgn0155842	FBgn0024992
YOgnPE06517	FBgn0149263	FBgn0034962
YOgnPE14351	FBgn0159977	FBgn0030799
YOgnPE06800	FBgn0148465	FBgn0261705
YOgnPE13581	FBgn0163787	FBgn0051636
YOgnPE16129	FBgn0151142	FBgn0024288
YOgnPE09407	FBgn0159619	FBgn0038593
YOgnPE12487	FBgn0150405	FBgn0037011
YOgnPE15406	FBgn0158756	FBgn0035761
YOgnPE11505	FBgn0154944	FBgn0011554
YOgnPE06911	FBgn0148358	FBgn0034135
-	FBgn0148927	FBgn0265625
YOgnPE13504	FBgn0163706	FBgn0032964
-	FBgn0153166	FBgn0031306
YOgnPE15877	FBgn0151625	FBgn0003511
YOgnPE13406	FBgn0163610	FBgn0028879
YOgnPE16295	FBgn0153853	FBgn0033069
YOgnPE14998	FBgn0149695	FBgn0064119
YOgnPE12297	FBgn0154463	FBgn0033366
-	FBgn0164018	FBgn0028518
YOgnPE15734	FBgn0151464	FBgn0027617
YOgnPE08908	FBgn0149657	FBgn0010894
YOgnPE04454	FBgn0083576	FBgn0029943
YOgnPE13642	FBgn0163850	FBgn0031802
YOgnPE11493	FBgn0154932	FBgn0033438
YOgnPE06640	FBgn0148635	FBgn0085261
YOgnPE15863	FBgn0151607	FBgn0039790
YOgnPE07838	FBgn0153512	FBgn0086710
YOgnPE14846	FBgn0149869	FBgn0037726
YOgnPE07881	FBgn0153475	FBgn0085440
YOgnPE17483	FBgn0162443	FBgn0037117
YOgnPE07140	FBgn0148123	FBgn0022238
-	FBgn0157237	FBgn0020414
YOgnPE10074	FBgn0159167	FBgn0037993
-	FBgn0148558	FBgn0044011
YOgnPE03869	FBgn0162519	FBgn0036514
YOgnPE13083	FBgn0153292	FBgn0025874
YOgnPE17689	FBgn0162303	FBgn0035666
-	FBgn0159287	FBgn0038285
-	FBgn0161476	FBgn0039858
YOgnPE00628	FBgn0162052	FBgn0038133
-	FBgn0163671	FBgn0041180
YOgnPE11780	FBgn0155229	FBgn0034797
-	FBgn0163744	FBgn0032750
YOgnPE10420	FBgn0147843	FBgn0015040
YOgnPE08600	FBgn0164381	FBgn0030091
YOgnPE09816	FBgn0159445	FBgn0039183
YOgnPE01731	FBgn0156927	FBgn0032612
