YOgnID	FBgnID	Dmel
YOgnWI14508	FBgn0220372	FBgn0020622
YOgnWI13776	FBgn0215414	FBgn0004898
YOgnWI01118	FBgn0219202	FBgn0011204
YOgnWI05277	FBgn0216873	FBgn0026238
YOgnWI11394	FBgn0212101	FBgn0259168
YOgnWI12146	FBgn0224620	FBgn0085383
YOgnWI08160	FBgn0215037	FBgn0036895
YOgnWI13101	FBgn0216106	FBgn0040529
YOgnWI12706	FBgn0215699	FBgn0039911
YOgnWI10689	FBgn0213106	FBgn0039337
YOgnWI00955	FBgn0222667	FBgn0034423
YOgnWI13049	FBgn0216057	FBgn0037288
YOgnWI01162	FBgn0279205	FBgn0259748
YOgnWI10486	FBgn0213324	FBgn0053213
YOgnWI05415	FBgn0216737	FBgn0266521
-	FBgn0219080	FBgn0027087
-	FBgn0217912	FBgn0031060
YOgnWI05655	FBgn0222093	FBgn0053051
-	FBgn0213279	FBgn0083971
YOgnWI09262	FBgn0226368	FBgn0025712
YOgnWI05367	FBgn0279597	FBgn0063368
YOgnWI05144	FBgn0278796	FBgn0261523
YOgnWI13625	FBgn0215569	FBgn0038076
YOgnWI14193	FBgn0214973	FBgn0037304
YOgnWI07393	FBgn0218389	FBgn0029940
YOgnWI07200	FBgn0226190	FBgn0028538
YOgnWI00529	FBgn0212366	FBgn0000644
YOgnWI04675	FBgn0217265	FBgn0032250
YOgnWI15369	FBgn0217982	FBgn0030272
YOgnWI08884	FBgn0219999	FBgn0050495
-	FBgn0278842	FBgn0035766
YOgnWI13424	FBgn0216394	FBgn0051380
YOgnWI04915	FBgn0217468	FBgn0015376
YOgnWI14908	FBgn0225001	FBgn0033272
YOgnWI00642	FBgn0222860	FBgn0028473
YOgnWI14730	FBgn0225195	FBgn0063499
YOgnWI09693	FBgn0213675	FBgn0041188
YOgnWI02096	FBgn0218550	FBgn0264707
YOgnWI13914	FBgn0215264	FBgn0003117
-	FBgn0279388	FBgn0032868
YOgnWI10011	FBgn0214011	FBgn0039338
YOgnWI11448	FBgn0212155	FBgn0052702
YOgnWI12349	FBgn0224791	FBgn0039186
-	FBgn0216153	FBgn0051021
YOgnWI05714	FBgn0222500	FBgn0024510
YOgnWI14548	FBgn0212580	FBgn0035528
-	FBgn0212679	FBgn0050105
YOgnWI00962	FBgn0222660	FBgn0033572
YOgnWI14973	FBgn0224921	FBgn0034572
YOgnWI13777	FBgn0215413	FBgn0004897
YOgnWI04085	FBgn0221759	FBgn0263072
YOgnWI10823	FBgn0212969	FBgn0261552
YOgnWI01112	FBgn0219195	FBgn0035727
YOgnWI12468	FBgn0224457	FBgn0264493
YOgnWI04916	FBgn0217469	FBgn0051777
YOgnWI12564	FBgn0224364	FBgn0026056
YOgnWI01598	FBgn0278947	FBgn0036320
YOgnWI14673	FBgn0225132	FBgn0034894
-	FBgn0222868	FBgn0265185
YOgnWI08640	FBgn0222432	FBgn0036516
YOgnWI04306	FBgn0225793	FBgn0032772
YOgnWI02546	FBgn0223763	FBgn0033128
YOgnWI09815	FBgn0213802	FBgn0037906
YOgnWI08100	FBgn0214440	FBgn0036386
-	FBgn0212709	FBgn0033190
YOgnWI01724	FBgn0218927	FBgn0035674
YOgnWI12318	FBgn0064266	FBgn0002940
YOgnWI11705	FBgn0227249	FBgn0029931
YOgnWI03695	FBgn0217625	FBgn0023143
YOgnWI09485	FBgn0220727	FBgn0019686
YOgnWI15171	FBgn0219024	FBgn0022724
YOgnWI03508	FBgn0217780	FBgn0034083
-	FBgn0279129	FBgn0263032
YOgnWI14902	FBgn0225010	FBgn0050181
YOgnWI09804	FBgn0213789	FBgn0038327
YOgnWI11001	FBgn0227436	FBgn0026433
YOgnWI08669	FBgn0222404	FBgn0036493
-	FBgn0224159	FBgn0053964
YOgnWI07516	FBgn0218515	FBgn0002878
YOgnWI11266	FBgn0227724	FBgn0030093
YOgnWI09601	FBgn0279000	FBgn0038009
-	FBgn0219232	FBgn0003124
YOgnWI11908	FBgn0227036	FBgn0030468
YOgnWI08368	FBgn0212456	FBgn0261402
YOgnWI00490	FBgn0212634	FBgn0050440
YOgnWI11728	FBgn0227227	FBgn0004034
-	FBgn0223396	FBgn0034237
YOgnWI07841	FBgn0214631	FBgn0036290
YOgnWI12279	FBgn0224746	FBgn0038126
YOgnWI09420	FBgn0223049	FBgn0032358
-	FBgn0218041	FBgn0011576
YOgnWI01512	FBgn0219603	FBgn0052246
YOgnWI10275	FBgn0213548	FBgn0038008
-	FBgn0222076	FBgn0028581
YOgnWI09183	FBgn0280164	FBgn0036745
YOgnWI14065	FBgn0215101	FBgn0038630
YOgnWI13866	FBgn0215321	FBgn0039425
YOgnWI03432	FBgn0217929	FBgn0085233
-	FBgn0279769	FBgn0263029
YOgnWI03509	FBgn0217778	FBgn0027091
YOgnWI00316	FBgn0212712	FBgn0033186
YOgnWI03219	FBgn0223334	FBgn0026176
YOgnWI07540	FBgn0218297	FBgn0030311
YOgnWI08201	FBgn0215388	FBgn0020412
YOgnWI06592	FBgn0226565	FBgn0031217
YOgnWI03354	FBgn0217874	FBgn0034446
YOgnWI03197	FBgn0223356	FBgn0033473
YOgnWI05156	FBgn0216985	FBgn0003607
YOgnWI12989	FBgn0215988	FBgn0038290
YOgnWI05259	FBgn0216889	FBgn0027611
-	FBgn0221383	FBgn0034973
YOgnWI09479	FBgn0220721	FBgn0031820
YOgnWI07667	FBgn0279445	FBgn0052669
-	FBgn0215763	FBgn0037248
YOgnWI03322	FBgn0217843	FBgn0033943
YOgnWI04634	FBgn0221049	FBgn0005590
-	FBgn0280079	FBgn0270928
YOgnWI01697	FBgn0218954	FBgn0036977
YOgnWI10419	FBgn0213397	FBgn0039165
YOgnWI12519	FBgn0224412	FBgn0038666
YOgnWI15323	FBgn0220553	FBgn0030344
YOgnWI14669	FBgn0225128	FBgn0025360
YOgnWI02949	FBgn0279505	FBgn0050357
YOgnWI01553	FBgn0219648	FBgn0085276
YOgnWI10874	FBgn0212911	FBgn0011582
YOgnWI03225	FBgn0223328	FBgn0033677
YOgnWI13662	FBgn0215533	FBgn0037235
YOgnWI15413	FBgn0217475	FBgn0030813
YOgnWI04326	FBgn0225776	FBgn0032153
YOgnWI00488	FBgn0212637	FBgn0033015
YOgnWI00658	FBgn0222871	FBgn0033784
YOgnWI08955	FBgn0219892	FBgn0013725
YOgnWI14735	FBgn0225201	FBgn0285917
-	FBgn0225344	FBgn0046706
-	FBgn0214321	FBgn0266437
YOgnWI08923	FBgn0220037	FBgn0035880
YOgnWI01431	FBgn0219527	FBgn0035647
YOgnWI10626	FBgn0213162	FBgn0039145
YOgnWI15428	FBgn0217302	FBgn0027093
YOgnWI09791	FBgn0213773	FBgn0039537
YOgnWI10244	FBgn0214253	FBgn0003118
YOgnWI14612	FBgn0212533	FBgn0036505
-	FBgn0213233	FBgn0037332
YOgnWI12665	FBgn0215662	FBgn0263112
YOgnWI05069	FBgn0217069	FBgn0032101
YOgnWI15055	FBgn0224829	FBgn0033388
YOgnWI07555	FBgn0218278	FBgn0029979
YOgnWI07201	FBgn0226189	FBgn0028931
YOgnWI07941	FBgn0214517	FBgn0010905
YOgnWI03835	FBgn0222073	FBgn0011754
YOgnWI15478	FBgn0216626	FBgn0030802
YOgnWI02991	FBgn0223517	FBgn0026389
YOgnWI07583	FBgn0218250	FBgn0003218
YOgnWI14867	FBgn0225046	FBgn0284249
YOgnWI15230	FBgn0219654	FBgn0040068
YOgnWI02067	FBgn0218578	FBgn0035385
YOgnWI03216	FBgn0223337	FBgn0086356
YOgnWI04261	FBgn0225923	FBgn0031540
YOgnWI06556	FBgn0226527	FBgn0250846
YOgnWI00939	FBgn0222679	FBgn0050125
YOgnWI00858	FBgn0222765	FBgn0033782
YOgnWI03265	FBgn0223310	FBgn0003460
YOgnWI09094	FBgn0219760	FBgn0035405
-	FBgn0227587	FBgn0063485
YOgnWI01345	FBgn0219439	FBgn0036350
YOgnWI13194	FBgn0216191	FBgn0015790
YOgnWI03175	FBgn0221381	FBgn0050172
YOgnWI05332	FBgn0216823	FBgn0031951
-	FBgn0225268	FBgn0028741
YOgnWI09360	FBgn0223078	FBgn0028707
-	FBgn0279277	FBgn0259199
-	FBgn0224696	FBgn0038804
YOgnWI12384	FBgn0224542	FBgn0003093
YOgnWI11604	FBgn0227352	FBgn0025644
YOgnWI00717	FBgn0222909	FBgn0262103
YOgnWI08314	FBgn0212780	FBgn0036807
YOgnWI05956	FBgn0224142	FBgn0033096
YOgnWI12568	FBgn0224359	FBgn0259227
YOgnWI00972	FBgn0222649	FBgn0033591
YOgnWI05299	FBgn0216852	FBgn0032521
YOgnWI11529	FBgn0212253	FBgn0053080
YOgnWI07660	FBgn0218172	FBgn0020381
YOgnWI13968	FBgn0215192	FBgn0004908
YOgnWI06973	FBgn0226406	FBgn0028481
YOgnWI15016	FBgn0224873	FBgn0034232
YOgnWI14616	FBgn0212531	FBgn0053983
YOgnWI11016	FBgn0227457	FBgn0030354
YOgnWI06862	FBgn0226800	FBgn0032744
YOgnWI10824	FBgn0212967	FBgn0011740
YOgnWI05358	FBgn0221028	FBgn0031834
YOgnWI09495	FBgn0220738	FBgn0023090
YOgnWI15027	FBgn0224860	FBgn0034218
YOgnWI04320	FBgn0225782	FBgn0032015
YOgnWI06566	FBgn0226535	FBgn0031449
YOgnWI01573	FBgn0219075	FBgn0036374
YOgnWI01137	FBgn0219225	FBgn0036984
YOgnWI09863	FBgn0213856	FBgn0037922
-	FBgn0213708	FBgn0038972
YOgnWI12527	FBgn0224403	FBgn0039840
YOgnWI09245	FBgn0226229	FBgn0035805
YOgnWI10818	FBgn0212975	FBgn0039213
YOgnWI05172	FBgn0280110	FBgn0085192
YOgnWI03072	FBgn0223458	FBgn0034785
YOgnWI10828	FBgn0212964	FBgn0037687
YOgnWI02626	FBgn0223830	FBgn0034769
YOgnWI02901	FBgn0223600	FBgn0261625
YOgnWI11166	FBgn0227615	FBgn0029993
YOgnWI12314	FBgn0224771	FBgn0038752
YOgnWI06112	FBgn0224082	FBgn0033349
YOgnWI07037	FBgn0226334	FBgn0264895
YOgnWI10774	FBgn0213022	FBgn0259823
YOgnWI06625	FBgn0226597	FBgn0002593
YOgnWI04762	FBgn0217345	FBgn0011283
YOgnWI12009	FBgn0226934	FBgn0030556
YOgnWI13302	FBgn0278667	FBgn0051538
YOgnWI02366	FBgn0221489	FBgn0034307
YOgnWI08121	FBgn0214621	FBgn0036833
YOgnWI06703	FBgn0226674	FBgn0284251
YOgnWI03826	FBgn0222062	FBgn0031011
-	FBgn0218390	FBgn0066304
YOgnWI11927	FBgn0227016	FBgn0260450
YOgnWI13134	FBgn0216133	FBgn0039761
YOgnWI06898	FBgn0226483	FBgn0032067
YOgnWI06777	FBgn0226733	FBgn0032123
YOgnWI12739	FBgn0215738	FBgn0038079
YOgnWI14322	FBgn0214852	FBgn0038046
YOgnWI08110	FBgn0214489	FBgn0036851
-	FBgn0215580	FBgn0027785
YOgnWI05305	FBgn0216846	FBgn0032514
YOgnWI12530	FBgn0224400	FBgn0039846
YOgnWI08012	FBgn0213660	FBgn0036778
YOgnWI15523	FBgn0280031	FBgn0058263
-	FBgn0218283	FBgn0003360
YOgnWI02430	FBgn0223655	FBgn0035063
YOgnWI11740	FBgn0227215	FBgn0030930
YOgnWI09968	FBgn0213971	FBgn0005777
-	FBgn0218266	FBgn0052792
YOgnWI15370	FBgn0217976	FBgn0030271
-	FBgn0218420	FBgn0031187
YOgnWI05853	FBgn0220979	FBgn0005633
YOgnWI06897	FBgn0226484	FBgn0032066
YOgnWI13354	FBgn0216327	FBgn0261575
YOgnWI06174	FBgn0224040	FBgn0034301
-	FBgn0279791	FBgn0265084
YOgnWI04353	FBgn0225747	FBgn0032733
-	FBgn0227158	FBgn0031038
-	FBgn0214206	FBgn0051269
YOgnWI10487	FBgn0213323	FBgn0019925
-	FBgn0221891	FBgn0021767
-	FBgn0216004	FBgn0040259
YOgnWI10331	FBgn0213489	FBgn0039030
YOgnWI11744	FBgn0227207	FBgn0261609
YOgnWI13442	FBgn0216409	FBgn0038045
YOgnWI15209	FBgn0219433	FBgn0029838
YOgnWI12943	FBgn0215942	FBgn0052473
YOgnWI11409	FBgn0212116	FBgn0266421
YOgnWI06000	FBgn0224183	FBgn0034911
YOgnWI11971	FBgn0279430	FBgn0259190
YOgnWI01161	FBgn0219252	FBgn0036237
YOgnWI06817	FBgn0226765	FBgn0031855
YOgnWI04771	FBgn0217352	FBgn0259683
YOgnWI12651	FBgn0214492	FBgn0032204
YOgnWI15394	FBgn0217653	FBgn0040906
YOgnWI03777	FBgn0222004	FBgn0022710
YOgnWI01280	FBgn0219382	FBgn0259935
YOgnWI00429	FBgn0212676	FBgn0050106
YOgnWI01568	FBgn0219083	FBgn0036362
YOgnWI13670	FBgn0215525	FBgn0037949
YOgnWI15458	FBgn0216843	FBgn0000259
YOgnWI06413	FBgn0220143	FBgn0028518
YOgnWI04752	FBgn0217337	FBgn0010051
YOgnWI01382	FBgn0219480	FBgn0036638
YOgnWI09432	FBgn0223037	FBgn0032588
YOgnWI03832	FBgn0222067	FBgn0030893
